8.78998	0.144793	-0.0891218	-0.0296943	0.101935	0.286681	0.100981	0.175627	0.102588	0.0448185	-0.046379	0.0271361	0.00200943
4.47901	0.717526	0.293111	0.288244	0.338028	0.455029	0.256306	0.441178	0.213244	0.156159	0.0333973	0.0326611	0.17152
3.69436	1.5723	0.25851	0.117657	0.246894	0.421237	0.345397	0.258343	0.247209	0.321312	-0.0706835	-0.0660691	0.0618985
4.40343	1.5747	-0.066917	-0.0532584	0.365801	0.270214	0.366303	0.24209	0.272017	0.205864	-0.0504666	-0.0807344	0.0629334
4.66173	1.67389	-0.186816	-0.148336	0.229596	0.140421	0.429547	0.0818841	0.211075	0.171042	-0.0471608	-0.0635704	0.114162
4.71567	1.68872	-0.255251	-0.122458	0.349295	0.251693	0.10005	0.312524	0.222879	-0.00988519	-0.062565	-0.0244133	0.026419
5.05907	1.64119	-0.439406	-0.163144	0.224784	0.317234	0.175484	0.284377	0.240144	0.120052	0.00404003	-0.0537514	-0.00889801
5.19162	1.58769	-0.462549	-0.220717	0.12226	0.279817	0.26789	0.32539	0.187979	0.00445161	-0.0705018	0.0431918	0.0978138
5.00241	1.49454	-0.351735	-0.0812859	0.181848	0.221759	0.157351	0.301184	0.137451	0.0384001	-0.117016	-0.126752	0.0279451
5.05241	1.43318	-0.502862	-0.12941	0.147292	-0.0226456	0.142012	0.280861	0.20601	0.0846172	0.0275448	0.0629672	0.0411149
4.99695	1.39245	-0.371189	-0.115837	0.362721	0.240925	0.0513109	0.300664	0.0380917	0.00888234	-0.0234139	0.0290716	0.0413104
5.07457	1.58009	-0.430054	-0.279485	0.0858193	0.172239	0.128113	0.165819	-0.119052	0.102085	-0.0255323	-0.0451526	0.0163431
5.16527	1.56	-0.577675	-0.195713	0.154469	0.12375	0.0368494	0.0123787	0.0158297	-0.0375754	-0.00892541	0.0298752	0.087763
5.07481	1.52919	-0.607978	-0.195203	0.173888	0.163996	-0.0138443	0.223613	0.208912	0.00684214	-0.0891974	-0.0154935	0.0919162
4.96224	1.554	-0.586794	-0.384676	-0.0354849	0.0132947	0.0721894	0.293618	-0.108281	0.0816856	0.0407731	-0.00656634	-0.0177598
4.97274	1.37314	-0.681982	-0.312076	-0.0514799	0.0316422	0.233063	0.190497	0.036391	0.0624072	-0.082293	-0.0564612	0.0435937
5.15681	1.43031	-0.585008	-0.12707	0.145794	-0.121486	0.156649	0.160575	0.0688375	0.106032	0.0499066	0.0549684	0.0886727
5.1848	1.73031	-0.643351	-0.246074	0.106277	0.0812176	0.272284	0.130788	0.148193	-0.0918815	-0.0641892	0.0464107	0.025938
5.12239	1.54903	-0.682313	-0.132494	0.17941	0.116533	0.0299968	0.364434	0.0614056	-0.0111375	-0.0800385	-0.085678	-0.00121346
5.10504	1.60176	-0.560388	-0.129717	0.135966	-0.0247646	0.184638	0.167478	0.0406542	-0.104555	-0.0172593	0.110023	0.0232636
5.07224	1.57069	-0.707307	-0.276236	0.125941	-0.103233	0.0868855	0.208513	0.13086	-0.0328177	-0.0754074	0.0036919	0.0404936
4.98255	1.44112	-0.616849	-0.163445	0.0586447	-0.193255	0.0954359	0.232266	-0.0677978	-0.0530707	-0.140246	-0.0936868	-0.0290457
5.15339	1.6777	-0.723551	0.0757191	0.115947	-0.0679963	0.232906	0.208955	0.00784096	-0.0409567	-0.130225	-0.062403	0.107851
5.1628	1.55645	-0.827121	-0.347143	0.125376	0.09601	0.112823	0.204081	-0.0507149	0.0250268	-0.0178531	-0.0362334	0.0315709
5.18566	1.54728	-0.790042	-0.223707	0.202601	-0.000392239	-0.0168635	0.0729248	0.0729352	-0.034718	-0.0150895	0.0389193	0.0386102
5.0505	1.6302	-0.658201	-0.18569	0.291782	0.124753	0.238642	0.203221	0.0859974	-0.116917	-0.11538	0.0436926	0.0934919
5.1958	1.60245	-0.62789	-0.0544514	0.177933	-0.0434638	0.144537	0.103619	-0.0388078	-0.0193278	-0.0989987	-0.0186572	0.062666
5.17977	1.58475	-0.724315	-0.223837	0.140282	-0.0480545	0.124735	0.181963	0.107845	-0.104382	-0.116001	-0.00777621	0.0606193
5.21406	1.50452	-0.657383	-0.192445	0.091867	-0.0858692	0.0394	0.101713	0.0945564	-0.162807	-0.0385135	0.144894	0.0520638
4.93566	1.60701	-0.383052	-0.468799	0.202584	-0.0427761	-0.0964041	0.250781	-0.0516544	-0.0518156	-0.139718	0.096634	0.0797215
4.89497	1.82722	-0.387887	-0.462876	0.3065	0.081323	-0.177798	0.174074	-0.0149286	0.014535	0.0481879	0.274317	0.170707
4.99246	1.53073	-0.43456	-0.329195	0.238159	0.0627897	-0.172582	0.285269	-0.0674683	-0.091013	-0.0164049	0.181657	0.143293
4.85454	1.3892	-0.399544	-0.436468	0.271896	0.255885	-0.292609	0.20566	0.0690149	0.0451201	-0.00936034	0.0665546	0.16835
4.53869	1.63818	-0.271122	-0.261265	0.194585	-0.0597088	-0.134875	0.227569	0.110419	-0.125886	-0.104084	0.163751	0.0855176
4.40188	1.8508	-0.249485	-0.291191	0.195023	-0.0980228	-0.0932391	0.188052	0.30642	-0.0601021	-0.0305153	0.158315	0.091464
3.80105	1.56099	0.150294	-0.178187	0.097612	0.248339	0.067868	0.153777	0.178689	-0.104604	-0.022735	0.143285	0.200749
3.23047	1.20574	0.427627	0.362144	0.166957	0.0379123	0.232221	0.263415	0.200533	-0.0878371	0.0361517	0.0726418	-0.00345041
3.09293	0.848901	0.165771	0.343538	0.282782	0.244808	0.0466906	0.247315	0.258322	0.144356	-0.0541903	-0.0469897	0.129654
2.93916	1.11377	0.145501	0.198478	0.19154	0.207076	0.167529	0.242725	0.098632	0.0745563	0.0390561	-0.114844	0.0404894
2.96208	0.942238	0.11043	0.252272	0.0343149	0.12201	0.159929	0.285363	0.122231	0.138254	0.0567075	0.0556889	0.0556938
4.18604	1.75307	-0.236788	0.572677	-0.0611924	-0.680449	0.0512289	0.348702	-0.202273	-0.115727	0.165465	0.0703723	0.0206096
3.53236	1.07944	0.550369	0.390286	0.0860037	-0.047744	0.314348	0.332587	-0.00738753	-0.0710292	0.192293	0.18832	0.0338955
4.46877	2.0095	0.560565	0.0712695	0.0931861	-0.049031	0.166794	0.127093	0.252889	0.0492593	-0.152503	0.175443	0.269657
3.95092	1.97061	0.615584	0.398485	0.223568	0.13873	0.0653963	0.164952	0.17979	-0.0510236	-0.0345195	0.358573	0.347899
4.10432	1.72822	0.377757	0.108797	0.147556	-0.0194969	0.1908	0.318169	0.190873	0.0126317	-0.0128511	0.144912	0.123657
5.08618	2.48458	0.36905	0.0572705	0.356258	0.0116673	0.00696164	0.20753	0.182996	0.00774307	-0.16466	0.18295	0.40754
